DRG Definition,Provider Id,Provider Name,Provider Street Address,Provider City,Provider State,Provider Zip Code,Hospital Referral Region Description, Total Discharges , Average Covered Charges , Average Total Payments ,Average Medicare Payments
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,330101,NEW YORK-PRESBYTERIAN HOSPITAL,525 EAST 68TH STREET,NEW YORK,NY,10021,NY - Manhattan,63,"$44,973.68 ","$18,946.65 ","$17,531.95 "
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,330106,NORTH SHORE UNIVERSITY HOSPITAL,300 COMMUNITY DRIVE,MANHASSET,NY,11030,NY - East Long Island,28,"$66,077.07 ","$15,952.57 ","$13,772.75 "
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,330107,PECONIC BAY MEDICAL CENTER,1300 ROANOKE AVENUE,RIVERHEAD,NY,11901,NY - East Long Island,18,"$56,956.55 ","$12,596.55 ","$11,717.88 "
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,330119,LENOX HILL HOSPITAL,100 EAST 77TH STREET,NEW YORK,NY,10021,NY - Manhattan,13,"$51,427.07 ","$15,213.00 ","$14,516.38 "
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,330126,ORANGE REGIONAL MEDICAL CENTER,707 EAST MAIN STREET,MIDDLETOWN,NY,10940,NY - White Plains,13,"$50,306.23 ","$11,960.84 ","$10,928.23 "
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,330140,ST JOSEPH'S HOSPITAL HEALTH CENTER,301 PROSPECT AVENUE,SYRACUSE,NY,13203,NY - Syracuse,32,"$27,111.90 ","$11,717.21 ","$9,755.62 "
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,330141,BROOKHAVEN MEMORIAL HOSPITAL MEDICAL CENTER,101 HOSPITAL ROAD,PATCHOGUE,NY,11772,NY - East Long Island,12,"$93,418.83 ","$14,465.58 ","$10,485.91 "
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,330160,STATEN ISLAND UNIVERSITY HOSPITAL,475 SEAVIEW AVENUE,STATEN ISLAND,NY,10305,NY - Manhattan,13,"$47,608.61 ","$16,009.00 ","$15,138.23 "
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,330167,WINTHROP-UNIVERSITY HOSPITAL,259 FIRST STREET,MINEOLA,NY,11501,NY - East Long Island,28,"$54,357.75 ","$15,018.32 ","$13,413.78 "
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,330169,BETH ISRAEL MEDICAL CENTER,FIRST AVENUE AT 16TH STREET,NEW YORK,NY,10003,NY - Manhattan,13,"$67,580.61 ","$18,295.76 ","$16,953.92 "
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,330182,"ST FRANCIS HOSPITAL, ROSLYN",100 PORT WASHINGTON BOULEVARD,ROSLYN,NY,11576,NY - East Long Island,21,"$46,883.23 ","$11,829.38 ","$9,967.76 "
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,330185,JOHN T MATHER MEMORIAL HOSPITAL  OF PORT JEFFERSON,75 NORTH COUNTRY ROAD,PORT JEFFERSON,NY,11777,NY - East Long Island,20,"$39,314.20 ","$11,151.10 ","$10,080.50 "
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,330191,GLENS FALLS HOSPITAL,100 PARK STREET,GLENS FALLS,NY,12801,NY - Albany,14,"$22,703.78 ","$9,210.35 ","$8,327.78 "
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,330194,MAIMONIDES MEDICAL CENTER,4802 TENTH AVENUE,BROOKLYN,NY,11219,NY - Manhattan,17,"$64,042.47 ","$20,755.52 ","$20,024.94 "
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,330195,LONG ISLAND JEWISH MEDICAL CENTER,270 - 05 76TH AVENUE,NEW HYDE PARK,NY,11040,NY - East Long Island,15,"$44,633.26 ","$18,342.86 ","$17,370.33 "
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,330198,SOUTH NASSAU COMMUNITIES HOSPITAL,ONE HEALTHY WAY,OCEANSIDE,NY,11572,NY - East Long Island,14,"$54,535.07 ","$12,124.78 ","$11,082.78 "
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,330203,CROUSE HOSPITAL,736 IRVING AVENUE,SYRACUSE,NY,13210,NY - Syracuse,15,"$19,427.93 ","$12,095.73 ","$10,446.73 "
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,330214,NYU HOSPITALS CENTER,550 FIRST AVENUE,NEW YORK,NY,10016,NY - Manhattan,12,"$67,909.41 ","$19,242.83 ","$15,444.16 "
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,330235,AUBURN COMMUNITY HOSPITAL,17 LANSING STREET,AUBURN,NY,13021,NY - Syracuse,18,"$24,787.27 ","$10,815.44 ","$10,008.55 "
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,330245,ST ELIZABETH MEDICAL CENTER,2209 GENESEE STREET,UTICA,NY,13501,NY - Elmira,27,"$26,863.18 ","$10,402.81 ","$9,571.40 "
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,330261,PHELPS MEMORIAL HOSPITAL ASSN,701 NORTH BROADWAY,SLEEPY HOLLOW,NY,10591,NY - White Plains,13,"$47,929.61 ","$14,417.69 ","$13,554.30 "
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,330273,PUTNAM HOSPITAL CENTER,670 STONELEIGH AVENUE,CARMEL,NY,10512,CT - New Haven,11,"$47,959.18 ","$11,538.72 ","$10,618.36 "
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,330279,MERCY HOSPITAL,565 ABBOTT ROAD,BUFFALO,NY,14220,NY - Buffalo,11,"$16,353.00 ","$9,850.54 ","$8,827.27 "
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,330286,GOOD SAMARITAN HOSPITAL MEDICAL CENTER,1000 MONTAUK HIGHWAY,WEST ISLIP,NY,11795,NY - East Long Island,20,"$64,406.35 ","$12,845.60 ","$11,003.55 "
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,330304,WHITE PLAINS HOSPITAL CENTER,41 EAST POST R0AD,WHITE PLAINS,NY,10601,NY - White Plains,24,"$34,094.75 ","$12,148.58 ","$10,259.20 "
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,330331,PLAINVIEW HOSPITAL,888 OLD COUNTRY ROAD,PLAINVIEW,NY,11803,NY - East Long Island,21,"$41,033.85 ","$12,789.61 ","$10,887.76 "
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,330340,SOUTHAMPTON HOSPITAL,240 MEETING HOUSE LANE,SOUTHAMPTON,NY,11968,NY - East Long Island,11,"$62,990.81 ","$14,960.63 ","$14,140.27 "
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,330393,UNIVERSITY HOSPITAL ( STONY BROOK ),HEALTH SCIENCES CENTER SUNY,STONY BROOK,NY,11794,NY - East Long Island,11,"$24,688.00 ","$16,542.63 ","$15,825.18 "
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,330394,"UNITED HEALTH SERVICES HOSPITALS, INC",33-57 HARRISON STREET,JOHNSON CITY,NY,13790,NY - Binghamton,20,"$29,758.65 ","$10,980.30 ","$9,909.70 "
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,330401,ST CATHERINE OF SIENA HOSPITAL,50 ROUTE 25A,SMITHTOWN,NY,11787,NY - East Long Island,13,"$70,681.30 ","$12,134.07 ","$7,972.07 "
419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,330003,ALBANY MEMORIAL HOSPITAL,600 NORTHERN BOULEVARD,ALBANY,NY,12204,NY - Albany,11,"$19,434.09 ","$6,773.18 ","$4,875.90 "
419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,330004,KINGSTON HOSPITAL,396 BROADWAY,KINGSTON,NY,12401,NY - Albany,16,"$25,004.87 ","$8,631.87 ","$7,200.12 "
419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,330005,KALEIDA HEALTH,"726 EXCHANGE STREET, SUITE 522",BUFFALO,NY,14210,NY - Buffalo,22,"$23,807.45 ","$8,923.77 ","$7,512.68 "
419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,330011,"OUR LADY OF LOURDES MEMORIAL HOSPITAL, INC",169 RIVERSIDE DRIVE,BINGHAMTON,NY,13905,NY - Binghamton,14,"$23,144.14 ","$6,641.07 ","$5,594.50 "
419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,330019,"NEW YORK COMMUNITY HOSPITAL OF BROOKLYN, INC.",2525 KINGS HIGHWAY,BROOKLYN,NY,11229,NY - Manhattan,18,"$16,832.16 ","$11,076.44 ","$9,887.66 "
419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,330023,VASSAR BROTHERS MEDICAL CENTER,45 READE PLACE,POUGHKEEPSIE,NY,12601,NY - Albany,16,"$36,840.37 ","$8,268.00 ","$6,831.00 "
419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,330024,MOUNT SINAI HOSPITAL,ONE GUSTAVE L LEVY PLACE,NEW YORK,NY,10029,NY - Manhattan,53,"$23,659.62 ","$13,172.88 ","$10,882.20 "
419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,330043,SOUTHSIDE HOSPITAL,301 EAST MAIN STREET,BAY SHORE,NY,11706,NY - East Long Island,15,"$34,488.80 ","$9,821.66 ","$7,801.73 "
419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,330044,FAXTON-ST LUKE'S HEALTHCARE,1656 CHAMPLIN AVENUE,UTICA,NY,13503,NY - Elmira,16,"$22,058.87 ","$6,933.31 ","$5,146.18 "
419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,330045,HUNTINGTON HOSPITAL,270 PARK AVENUE,HUNTINGTON,NY,11743,NY - East Long Island,13,"$30,972.23 ","$7,789.84 ","$6,924.00 "
419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,330055,NEW YORK HOSPITAL MEDICAL CENTER OF QUEENS,56-45 MAIN STREET,FLUSHING,NY,11355,NY - East Long Island,15,"$24,246.00 ","$11,633.00 ","$9,080.13 "
419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,330059,MONTEFIORE MEDICAL CENTER,111 EAST 210TH STREET,BRONX,NY,10467,NY - Bronx,18,"$43,363.94 ","$14,179.22 ","$13,429.88 "
419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,330061,LAWRENCE HOSPITAL CENTER,55 PALMER AVENUE,BRONXVILLE,NY,10708,NY - White Plains,15,"$31,879.86 ","$8,591.40 ","$6,365.46 "
419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,330101,NEW YORK-PRESBYTERIAN HOSPITAL,525 EAST 68TH STREET,NEW YORK,NY,10021,NY - Manhattan,66,"$27,354.65 ","$12,869.65 ","$11,297.43 "
419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,330104,NYACK HOSPITAL,160 NORTH MIDLAND AVENUE,NYACK,NY,10960,NJ - Hackensack,15,"$27,939.53 ","$9,118.00 ","$8,145.46 "
419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,330106,NORTH SHORE UNIVERSITY HOSPITAL,300 COMMUNITY DRIVE,MANHASSET,NY,11030,NY - East Long Island,43,"$39,185.51 ","$11,020.11 ","$9,332.25 "
419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,330107,PECONIC BAY MEDICAL CENTER,1300 ROANOKE AVENUE,RIVERHEAD,NY,11901,NY - East Long Island,18,"$29,313.05 ","$8,544.88 ","$7,484.66 "
419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,330119,LENOX HILL HOSPITAL,100 EAST 77TH STREET,NEW YORK,NY,10021,NY - Manhattan,19,"$41,589.94 ","$10,532.05 ","$9,020.42 "
419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,330125,ROCHESTER GENERAL HOSPITAL,1425 PORTLAND AVENUE,ROCHESTER,NY,14621,NY - Rochester,14,"$14,824.42 ","$7,380.28 ","$5,850.85 "
419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,330126,ORANGE REGIONAL MEDICAL CENTER,707 EAST MAIN STREET,MIDDLETOWN,NY,10940,NY - White Plains,17,"$38,003.17 ","$8,295.17 ","$7,030.82 "
419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,330140,ST JOSEPH'S HOSPITAL HEALTH CENTER,301 PROSPECT AVENUE,SYRACUSE,NY,13203,NY - Syracuse,19,"$18,623.36 ","$7,752.26 ","$6,356.05 "
419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,330141,BROOKHAVEN MEMORIAL HOSPITAL MEDICAL CENTER,101 HOSPITAL ROAD,PATCHOGUE,NY,11772,NY - East Long Island,11,"$36,089.72 ","$9,356.00 ","$5,951.27 "
419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,330153,ELLIS HOSPITAL,1101 NOTT STREET,SCHENECTADY,NY,12308,NY - Albany,17,"$21,114.35 ","$6,860.17 ","$5,865.11 "
419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,330160,STATEN ISLAND UNIVERSITY HOSPITAL,475 SEAVIEW AVENUE,STATEN ISLAND,NY,10305,NY - Manhattan,20,"$23,879.85 ","$11,089.30 ","$9,434.80 "
419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,330167,WINTHROP-UNIVERSITY HOSPITAL,259 FIRST STREET,MINEOLA,NY,11501,NY - East Long Island,28,"$36,255.85 ","$10,219.50 ","$8,164.53 "
419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,330169,BETH ISRAEL MEDICAL CENTER,FIRST AVENUE AT 16TH STREET,NEW YORK,NY,10003,NY - Manhattan,32,"$29,478.65 ","$12,685.03 ","$11,422.81 "
419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,330181,GLEN COVE HOSPITAL,101 ST ANDREWS LANE,GLEN COVE,NY,11542,NY - East Long Island,13,"$23,910.23 ","$8,311.76 ","$7,443.46 "
419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,330182,"ST FRANCIS HOSPITAL, ROSLYN",100 PORT WASHINGTON BOULEVARD,ROSLYN,NY,11576,NY - East Long Island,49,"$27,141.44 ","$8,230.53 ","$6,817.57 "
419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,330185,JOHN T MATHER MEMORIAL HOSPITAL  OF PORT JEFFERSON,75 NORTH COUNTRY ROAD,PORT JEFFERSON,NY,11777,NY - East Long Island,30,"$33,935.13 ","$8,466.10 ","$6,049.33 "
419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,330191,GLENS FALLS HOSPITAL,100 PARK STREET,GLENS FALLS,NY,12801,NY - Albany,17,"$16,083.29 ","$6,346.11 ","$5,286.35 "
419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,330193,FLUSHING HOSPITAL MEDICAL CENTER,45TH AVENUE AND PARSONS BOULEVARD,FLUSHING,NY,11355,NY - East Long Island,21,"$15,924.14 ","$12,554.80 ","$11,150.47 "
419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,330194,MAIMONIDES MEDICAL CENTER,4802 TENTH AVENUE,BROOKLYN,NY,11219,NY - Manhattan,20,"$35,896.75 ","$13,851.45 ","$12,504.85 "
419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,330195,LONG ISLAND JEWISH MEDICAL CENTER,270 - 05 76TH AVENUE,NEW HYDE PARK,NY,11040,NY - East Long Island,40,"$29,027.85 ","$12,703.67 ","$10,646.72 "
419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,330198,SOUTH NASSAU COMMUNITIES HOSPITAL,ONE HEALTHY WAY,OCEANSIDE,NY,11572,NY - East Long Island,18,"$38,381.44 ","$8,670.61 ","$6,631.88 "
419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,330203,CROUSE HOSPITAL,736 IRVING AVENUE,SYRACUSE,NY,13210,NY - Syracuse,20,"$16,348.50 ","$8,389.15 ","$7,439.75 "
419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,330214,NYU HOSPITALS CENTER,550 FIRST AVENUE,NEW YORK,NY,10016,NY - Manhattan,11,"$35,447.45 ","$10,985.63 ","$8,958.18 "
419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,330236,NEW YORK METHODIST HOSPITAL,506 SIXTH STREET,BROOKLYN,NY,11215,NY - Manhattan,11,"$20,279.27 ","$12,613.27 ","$10,290.00 "
419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,330245,ST ELIZABETH MEDICAL CENTER,2209 GENESEE STREET,UTICA,NY,13501,NY - Elmira,21,"$18,708.14 ","$7,084.66 ","$6,228.28 "
419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,330261,PHELPS MEMORIAL HOSPITAL ASSN,701 NORTH BROADWAY,SLEEPY HOLLOW,NY,10591,NY - White Plains,11,"$36,774.63 ","$9,845.45 ","$8,716.36 "
419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,330286,GOOD SAMARITAN HOSPITAL MEDICAL CENTER,1000 MONTAUK HIGHWAY,WEST ISLIP,NY,11795,NY - East Long Island,18,"$35,366.38 ","$8,661.88 ","$7,126.11 "
419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,330304,WHITE PLAINS HOSPITAL CENTER,41 EAST POST R0AD,WHITE PLAINS,NY,10601,NY - White Plains,18,"$24,486.22 ","$8,232.77 ","$6,530.00 "
419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,330306,LUTHERAN MEDICAL CENTER,150 55TH STREET,BROOKLYN,NY,11220,NY - Manhattan,17,"$18,241.29 ","$13,881.94 ","$12,883.11 "
419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,330331,PLAINVIEW HOSPITAL,888 OLD COUNTRY ROAD,PLAINVIEW,NY,11803,NY - East Long Island,37,"$25,626.45 ","$10,066.54 ","$6,666.21 "
419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,330340,SOUTHAMPTON HOSPITAL,240 MEETING HOUSE LANE,SOUTHAMPTON,NY,11968,NY - East Long Island,17,"$30,404.82 ","$9,323.58 ","$8,324.76 "
419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,330393,UNIVERSITY HOSPITAL ( STONY BROOK ),HEALTH SCIENCES CENTER SUNY,STONY BROOK,NY,11794,NY - East Long Island,12,"$29,781.91 ","$11,944.25 ","$8,830.16 "
419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,330394,"UNITED HEALTH SERVICES HOSPITALS, INC",33-57 HARRISON STREET,JOHNSON CITY,NY,13790,NY - Binghamton,16,"$26,495.00 ","$7,572.12 ","$6,444.12 "
439 - DISORDERS OF PANCREAS EXCEPT MALIGNANCY W CC,330003,ALBANY MEMORIAL HOSPITAL,600 NORTHERN BOULEVARD,ALBANY,NY,12204,NY - Albany,13,"$10,102.69 ","$5,467.07 ","$4,145.38 "
439 - DISORDERS OF PANCREAS EXCEPT MALIGNANCY W CC,330005,KALEIDA HEALTH,"726 EXCHANGE STREET, SUITE 522",BUFFALO,NY,14210,NY - Buffalo,13,"$12,702.46 ","$7,753.46 ","$6,715.92 "
439 - DISORDERS OF PANCREAS EXCEPT MALIGNANCY W CC,330011,"OUR LADY OF LOURDES MEMORIAL HOSPITAL, INC",169 RIVERSIDE DRIVE,BINGHAMTON,NY,13905,NY - Binghamton,12,"$12,136.41 ","$5,746.16 ","$4,996.83 "
439 - DISORDERS OF PANCREAS EXCEPT MALIGNANCY W CC,330013,ALBANY MEDICAL CENTER HOSPITAL,43 NEW SCOTLAND AVENUE,ALBANY,NY,12208,NY - Albany,14,"$27,181.00 ","$8,024.42 ","$7,458.42 "
439 - DISORDERS OF PANCREAS EXCEPT MALIGNANCY W CC,330023,VASSAR BROTHERS MEDICAL CENTER,45 READE PLACE,POUGHKEEPSIE,NY,12601,NY - Albany,14,"$44,965.42 ","$7,058.71 ","$6,261.57 "
439 - DISORDERS OF PANCREAS EXCEPT MALIGNANCY W CC,330024,MOUNT SINAI HOSPITAL,ONE GUSTAVE L LEVY PLACE,NEW YORK,NY,10029,NY - Manhattan,16,"$29,306.81 ","$12,380.12 ","$11,747.37 "
439 - DISORDERS OF PANCREAS EXCEPT MALIGNANCY W CC,330046,ST LUKE'S ROOSEVELT HOSPITAL,1111 AMSTERDAM AVENUE,NEW YORK,NY,10025,NY - Manhattan,13,"$40,094.30 ","$11,852.61 ","$11,076.30 "
439 - DISORDERS OF PANCREAS EXCEPT MALIGNANCY W CC,330055,NEW YORK HOSPITAL MEDICAL CENTER OF QUEENS,56-45 MAIN STREET,FLUSHING,NY,11355,NY - East Long Island,11,"$33,152.63 ","$10,117.45 ","$8,991.27 "
439 - DISORDERS OF PANCREAS EXCEPT MALIGNANCY W CC,330057,ST PETER'S HOSPITAL,315 SOUTH MANNING BOULEVARD,ALBANY,NY,12208,NY - Albany,25,"$21,949.52 ","$5,496.80 ","$4,730.88 "
439 - DISORDERS OF PANCREAS EXCEPT MALIGNANCY W CC,330059,MONTEFIORE MEDICAL CENTER,111 EAST 210TH STREET,BRONX,NY,10467,NY - Bronx,31,"$51,889.90 ","$12,928.25 ","$12,082.00 "
439 - DISORDERS OF PANCREAS EXCEPT MALIGNANCY W CC,330101,NEW YORK-PRESBYTERIAN HOSPITAL,525 EAST 68TH STREET,NEW YORK,NY,10021,NY - Manhattan,44,"$37,913.27 ","$12,830.88 ","$10,835.56 "
439 - DISORDERS OF PANCREAS EXCEPT MALIGNANCY W CC,330106,NORTH SHORE UNIVERSITY HOSPITAL,300 COMMUNITY DRIVE,MANHASSET,NY,11030,NY - East Long Island,15,"$55,878.00 ","$9,972.33 ","$9,073.13 "
439 - DISORDERS OF PANCREAS EXCEPT MALIGNANCY W CC,330119,LENOX HILL HOSPITAL,100 EAST 77TH STREET,NEW YORK,NY,10021,NY - Manhattan,12,"$48,902.33 ","$9,520.91 ","$8,022.50 "
439 - DISORDERS OF PANCREAS EXCEPT MALIGNANCY W CC,330125,ROCHESTER GENERAL HOSPITAL,1425 PORTLAND AVENUE,ROCHESTER,NY,14621,NY - Rochester,18,"$12,885.27 ","$6,412.27 ","$5,724.05 "
439 - DISORDERS OF PANCREAS EXCEPT MALIGNANCY W CC,330126,ORANGE REGIONAL MEDICAL CENTER,707 EAST MAIN STREET,MIDDLETOWN,NY,10940,NY - White Plains,21,"$22,660.23 ","$7,573.38 ","$6,067.57 "
439 - DISORDERS OF PANCREAS EXCEPT MALIGNANCY W CC,330136,MARY IMOGENE BASSETT HOSPITAL,ONE ATWELL ROAD,COOPERSTOWN,NY,13326,NY - Albany,11,"$21,336.36 ","$9,245.45 ","$8,222.18 "
439 - DISORDERS OF PANCREAS EXCEPT MALIGNANCY W CC,330140,ST JOSEPH'S HOSPITAL HEALTH CENTER,301 PROSPECT AVENUE,SYRACUSE,NY,13203,NY - Syracuse,15,"$27,130.33 ","$8,846.53 ","$8,100.33 "
439 - DISORDERS OF PANCREAS EXCEPT MALIGNANCY W CC,330141,BROOKHAVEN MEMORIAL HOSPITAL MEDICAL CENTER,101 HOSPITAL ROAD,PATCHOGUE,NY,11772,NY - East Long Island,18,"$50,992.61 ","$7,807.11 ","$5,692.05 "
439 - DISORDERS OF PANCREAS EXCEPT MALIGNANCY W CC,330153,ELLIS HOSPITAL,1101 NOTT STREET,SCHENECTADY,NY,12308,NY - Albany,13,"$19,535.30 ","$6,629.92 ","$4,926.38 "
439 - DISORDERS OF PANCREAS EXCEPT MALIGNANCY W CC,330158,GOOD SAMARITAN HOSPITAL OF SUFFERN,255 LAFAYETTE AVENUE,SUFFERN,NY,10901,NJ - Ridgewood,11,"$32,749.27 ","$7,969.00 ","$5,105.00 "
439 - DISORDERS OF PANCREAS EXCEPT MALIGNANCY W CC,330160,STATEN ISLAND UNIVERSITY HOSPITAL,475 SEAVIEW AVENUE,STATEN ISLAND,NY,10305,NY - Manhattan,18,"$35,940.72 ","$9,662.27 ","$8,912.94 "
439 - DISORDERS OF PANCREAS EXCEPT MALIGNANCY W CC,330167,WINTHROP-UNIVERSITY HOSPITAL,259 FIRST STREET,MINEOLA,NY,11501,NY - East Long Island,15,"$29,237.93 ","$9,055.73 ","$7,153.33 "
439 - DISORDERS OF PANCREAS EXCEPT MALIGNANCY W CC,330169,BETH ISRAEL MEDICAL CENTER,FIRST AVENUE AT 16TH STREET,NEW YORK,NY,10003,NY - Manhattan,26,"$45,394.80 ","$11,962.07 ","$10,558.42 "
439 - DISORDERS OF PANCREAS EXCEPT MALIGNANCY W CC,330175,"CORTLAND REGIONAL MEDICAL CENTER, INC",134 HOMER AVENUE,CORTLAND,NY,13045,NY - Syracuse,15,"$10,941.00 ","$6,297.00 ","$5,546.60 "
439 - DISORDERS OF PANCREAS EXCEPT MALIGNANCY W CC,330185,JOHN T MATHER MEMORIAL HOSPITAL  OF PORT JEFFERSON,75 NORTH COUNTRY ROAD,PORT JEFFERSON,NY,11777,NY - East Long Island,20,"$28,896.10 ","$6,619.30 ","$5,948.10 "
439 - DISORDERS OF PANCREAS EXCEPT MALIGNANCY W CC,330191,GLENS FALLS HOSPITAL,100 PARK STREET,GLENS FALLS,NY,12801,NY - Albany,12,"$10,498.16 ","$5,573.58 ","$4,368.41 "
439 - DISORDERS OF PANCREAS EXCEPT MALIGNANCY W CC,330194,MAIMONIDES MEDICAL CENTER,4802 TENTH AVENUE,BROOKLYN,NY,11219,NY - Manhattan,20,"$49,576.60 ","$13,224.60 ","$12,658.70 "
439 - DISORDERS OF PANCREAS EXCEPT MALIGNANCY W CC,330198,SOUTH NASSAU COMMUNITIES HOSPITAL,ONE HEALTHY WAY,OCEANSIDE,NY,11572,NY - East Long Island,17,"$28,042.29 ","$8,903.41 ","$5,168.35 "
